,actor,applicationid,from_status,substatuses,userid
1168,aparajita.bariyar,49570,INITIATED,"[""FOIR""]",6512
1169,sumalatha.thadimari,49573,INITIATED,"[""FOIR""]",451229
1170,sumalatha.thadimari,49574,INITIATED,"[""FOIR""]",472323
1171,sumalatha.thadimari,49575,INITIATED,"[""FOIR""]",217304
1172,sumalatha.thadimari,49582,INITIATED,"[""FOIR""]",472463
1173,sumalatha.thadimari,49589,INITIATED,"[""FOIR""]",472302
1174,sumalatha.thadimari,49593,INITIATED,"[""FOIR""]",472499
1175,aparajita.bariyar,49607,INITIATED,"[""FOIR""]",472684
1176,sumalatha.thadimari,49609,INITIATED,"[""FOIR""]",472197
1177,prashanth.eswaramoorti,49669,INITIATED,"[""FOIR""]",473638
1178,shreyas.r,49682,CREDIT_PENDING,"[""FOIR""]",289962
1179,pranjusha.periyambra,49719,INITIATED,"[""FOIR""]",464663
1180,thirunaukkarasu.v,49721,CREDIT_PENDING,"[""FOIR""]",382180
1181,lakshmidevi.m,49738,INITIATED,"[""FOIR""]",474512
1182,lakshmidevi.m,49739,INITIATED,"[""FOIR""]",474586
1183,sumalatha.thadimari,49741,INITIATED,"[""FOIR"", ""MCA_STRIKE_OFF""]",473364
1184,prashanth.eswaramoorti,49756,INITIATED,"[""FOIR"", ""MULTIPLE_DEFAULTS""]",462332
1185,vineeth.s,49762,INITIATED,"[""FOIR""]",453308
1186,prashanth.eswaramoorti,49763,INITIATED,"[""FOIR""]",474322
1187,lakshmidevi.m,49764,INITIATED,"[""FOIR""]",14921
1188,vineeth.s,49765,INITIATED,"[""MCA_NOT_FOUND""]",202324
1189,pranjusha.periyambra,49766,INITIATED,"[""MCA_NOT_FOUND""]",474882
1190,sumalatha.thadimari,49767,INITIATED,"[""FOIR"", ""OVERDUES""]",465780
1191,siddharthan.l,49768,INITIATED,"[""FOIR""]",474666
1192,shreyas.r,49770,CREDIT_PENDING,"[""FOIR""]",475040
1193,lakshmidevi.m,49771,INITIATED,"[""FOIR""]",475028
1194,siddharthan.l,49775,INITIATED,"[""PROPRIETORSHIP""]",91780
1195,lakshmidevi.m,49778,INITIATED,"[""FOIR""]",474831
1196,chandrakala.nb,49799,CREDIT_PENDING,"[""FOIR""]",475285
1197,lakshmidevi.m,49805,INITIATED,"[""FOIR""]",26756
1198,aparajita.bariyar,49826,INITIATED,"[""PROPRIETORSHIP""]",451033
1199,pranjusha.periyambra,49852,INITIATED,"[""FOIR""]",475501
1200,sumalatha.thadimari,49853,INITIATED,"[""FOIR""]",475597
1201,sumalatha.thadimari,49865,INITIATED,"[""FOIR""]",45313
1202,avijit.mohanty,49897,CREDIT_PENDING,"[""FOIR""]",83779
1203,siddharthan.l,49898,INITIATED,"[""FOIR""]",476164
1204,siddharthan.l,49899,INITIATED,"[""PROPRIETORSHIP""]",48728
1205,lakshmidevi.m,49900,INITIATED,"[""FOIR""]",387289
1206,siddharthan.l,49911,INITIATED,"[""FOIR""]",445792
1207,siddharthan.l,49914,INITIATED,"[""PROPRIETORSHIP""]",152907
1208,siddharthan.l,49915,INITIATED,"[""FOIR""]",21417
1209,sumalatha.thadimari,49950,INITIATED,"[""FOIR"", ""OVERDUES""]",455815
1210,sumalatha.thadimari,49953,INITIATED,"[""FOIR""]",455197
1211,aparajita.bariyar,49954,INITIATED,"[""LLP_AND_PARTNERSHIP""]",470821
1212,preetham.shetty,49958,INITIATED,"[""FOIR""]",377925
1213,pranjusha.periyambra,49980,INITIATED,"[""MCA_NOT_FOUND""]",473560
1214,siddharthan.l,49999,INITIATED,"[""FOIR""]",450995
1215,siddharthan.l,50000,INITIATED,"[""FOIR""]",31761
1216,siddharthan.l,50001,INITIATED,"[""FOIR""]",240018
1217,siddharthan.l,50002,INITIATED,"[""FOIR""]",475433
1218,siddharthan.l,50004,INITIATED,"[""FOIR""]",477470
1219,preetham.shetty,50005,INITIATED,"[""FOIR""]",15641
1220,siddharthan.l,50006,INITIATED,"[""FOIR""]",438007
1221,siddharthan.l,50008,INITIATED,"[""FOIR""]",475207
1222,siddharthan.l,50009,INITIATED,"[""FOIR""]",477619
1223,avijit.mohanty,50020,CREDIT_PENDING,"[""FOIR""]",264201
1224,preetham.shetty,50032,INITIATED,"[""FOIR""]",477945
1225,preetham.shetty,50035,INITIATED,"[""FOIR""]",29996
1226,preetham.shetty,50036,INITIATED,"[""FOIR""]",478040
1227,aparajita.bariyar,50037,INITIATED,"[""FOIR""]",182263
1228,siddharthan.l,50075,INITIATED,"[""FOIR""]",355714
1229,siddharthan.l,50076,INITIATED,"[""FOIR""]",253818
1230,vineeth.s,50082,INITIATED,"[""MCA_NOT_FOUND""]",475376
1231,sumalatha.thadimari,50108,INITIATED,"[""MCA_NOT_FOUND""]",445557
1232,sumalatha.thadimari,50109,INITIATED,"[""FOIR""]",404562
1233,siddharthan.l,50124,INITIATED,"[""FOIR""]",266912
1234,vineeth.s,50130,INITIATED,"[""FOIR""]",478665
1235,prashanth.eswaramoorti,50134,INITIATED,"[""FOIR""]",473821
1236,preetham.shetty,50140,INITIATED,"[""FOIR""]",330561
1237,anurag.prateek,50143,CREDIT_PENDING,"[""FOIR"", ""OTHER""]",241893
1238,lakshmidevi.m,50173,INITIATED,"[""LLP_AND_PARTNERSHIP""]",104911
1239,lakshmidevi.m,50179,INITIATED,"[""MCA_NOT_FOUND""]",466005
1240,lakshmidevi.m,50182,INITIATED,"[""FOIR""]",442940
1241,anurag.prateek,50189,CREDIT_PENDING,"[""FOIR"", ""OVERDUES""]",465749
1242,aparajita.bariyar,50191,INITIATED,"[""FOIR""]",477793
1243,anurag.prateek,50208,CREDIT_PENDING,"[""FOIR""]",235010
1244,aparajita.bariyar,50211,INITIATED,"[""FOIR""]",478846
1245,siddharthan.l,50221,INITIATED,"[""FOIR""]",479217
1246,siddharthan.l,50227,INITIATED,"[""FOIR""]",105761
1247,siddharthan.l,50228,INITIATED,"[""PROPRIETORSHIP""]",320115
1248,siddharthan.l,50229,INITIATED,"[""FOIR""]",476915
1249,siddharthan.l,50233,INITIATED,"[""FOIR""]",478309
1250,siddharthan.l,50234,INITIATED,"[""PROPRIETORSHIP""]",85118
1251,siddharthan.l,50235,INITIATED,"[""FOIR""]",107170
1252,anurag.prateek,50253,CREDIT_PENDING,"[""FOIR""]",130400
1253,preetham.shetty,50259,INITIATED,"[""FOIR""]",127073
1254,vineeth.s,50266,INITIATED,"[""FOIR""]",475019
1255,vineeth.s,50267,INITIATED,"[""MCA_NOT_FOUND""]",480050
1256,vineeth.s,50268,INITIATED,"[""FOIR""]",473496
1257,vineeth.s,50271,INITIATED,"[""FOIR""]",480259
1258,vineeth.s,50272,INITIATED,"[""FOIR""]",466097
1259,lakshmidevi.m,50274,INITIATED,"[""FOIR""]",476371
1260,preetham.shetty,50301,INITIATED,"[""FOIR""]",26217
1261,aparajita.bariyar,50302,INITIATED,"[""FOIR""]",439460
1262,aparajita.bariyar,50306,INITIATED,"[""FOIR""]",480269
1263,aparajita.bariyar,50307,INITIATED,"[""FOIR""]",460065
1264,aparajita.bariyar,50309,INITIATED,"[""FOIR""]",470093
1265,priyanka.jain,50310,INITIATED,"[""FOIR""]",469198
1266,siddharthan.l,50312,INITIATED,"[""FOIR""]",292131
1267,siddharthan.l,50313,INITIATED,"[""FOIR""]",480743
1268,siddharthan.l,50318,INITIATED,"[""FOIR""]",480820
1269,vineeth.s,50341,INITIATED,"[""FOIR"", ""WRITTEN_OFFS""]",480986
1270,vineeth.s,50348,INITIATED,"[""FOIR""]",481091
1271,thirunaukkarasu.v,50359,CREDIT_PENDING,"[""FOIR""]",481153
1272,preetham.shetty,50384,INITIATED,"[""FOIR""]",352347
1273,preetham.shetty,50386,INITIATED,"[""FOIR""]",67603
1274,lakshmidevi.m,50387,INITIATED,"[""FOIR""]",481274
1275,preetham.shetty,50389,INITIATED,"[""FOIR""]",481508
1276,prashanth.eswaramoorti,50401,INITIATED,"[""FOIR""]",339014
1277,prashanth.eswaramoorti,50402,INITIATED,"[""FOIR""]",481625
1278,preetham.shetty,50408,INITIATED,"[""FOIR""]",468737
1279,preetham.shetty,50409,INITIATED,"[""FOIR""]",477565
1280,preetham.shetty,50418,INITIATED,"[""FOIR""]",479362
1281,prashanth.eswaramoorti,50419,INITIATED,"[""PROPRIETORSHIP""]",93290
1282,prashanth.eswaramoorti,50428,INITIATED,"[""PROPRIETORSHIP""]",480920
1283,lakshmidevi.m,50433,INITIATED,"[""FOIR""]",147699
1284,lakshmidevi.m,50434,INITIATED,"[""FOIR""]",149103
1285,lakshmidevi.m,50435,INITIATED,"[""FOIR""]",480284
1286,lakshmidevi.m,50436,INITIATED,"[""MCA_NOT_FOUND""]",481772
1287,siddharthan.l,50442,INITIATED,"[""FOIR""]",937
1288,aparajita.bariyar,50458,INITIATED,"[""FOIR""]",476810
1289,siddharthan.l,50472,INITIATED,"[""FOIR""]",482329
1290,pranjusha.periyambra,50483,INITIATED,"[""FOIR""]",219669
1291,thirunaukkarasu.v,50486,CREDIT_PENDING,"[""FOIR""]",482433
1292,sumalatha.thadimari,50491,INITIATED,"[""FOIR""]",415896
1293,sumalatha.thadimari,50492,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",480093
1294,sumalatha.thadimari,50493,INITIATED,"[""FOIR""]",480124
1295,sumalatha.thadimari,50494,INITIATED,"[""FOIR""]",480701
1296,sumalatha.thadimari,50505,INITIATED,"[""FOIR""]",105086
1297,sumalatha.thadimari,50506,INITIATED,"[""FOIR""]",400121
1298,sumalatha.thadimari,50507,INITIATED,"[""FOIR""]",476060
1299,sumalatha.thadimari,50508,INITIATED,"[""FOIR""]",482801
1300,sumalatha.thadimari,50510,INITIATED,"[""FOIR""]",482862
1301,siddharthan.l,50522,INITIATED,"[""FOIR""]",178465
1302,sumalatha.thadimari,50532,INITIATED,"[""FOIR""]",32734
1303,avijit.mohanty,50547,CREDIT_PENDING,"[""FOIR""]",483387
1304,sumalatha.thadimari,50554,INITIATED,"[""MCA_NOT_FOUND""]",483444
1305,avijit.mohanty,50559,CREDIT_PENDING,"[""FOIR""]",482598
1306,pranjusha.periyambra,50564,INITIATED,"[""FOIR""]",477119
1307,pranjusha.periyambra,50566,INITIATED,"[""MCA_NOT_FOUND""]",481983
1308,namra.ruknuddin,50602,CREDIT_PENDING,"[""FOIR""]",483829
1309,sumalatha.thadimari,50632,INITIATED,"[""MCA_NOT_FOUND""]",345565
1310,sumalatha.thadimari,50633,INITIATED,"[""FOIR""]",474757
1311,siddharthan.l,50634,INITIATED,"[""FOIR""]",484254
1312,preetham.shetty,50645,INITIATED,"[""FOIR""]",462723
1313,siddharthan.l,50652,INITIATED,"[""FOIR""]",484239
1314,priyanka.jain,50653,INITIATED,"[""MCA_NOT_FOUND""]",483540
1315,vineeth.s,50654,INITIATED,"[""FOIR""]",484701
1316,siddharthan.l,50655,INITIATED,"[""FOIR""]",319280
1317,siddharthan.l,50657,INITIATED,"[""FOIR""]",321758
1318,preetham.shetty,50661,INITIATED,"[""FOIR""]",475271
1319,priyanka.jain,50667,INITIATED,"[""FOIR""]",484626
1320,sumalatha.thadimari,50681,INITIATED,"[""FOIR""]",478139
1321,lakshmidevi.m,50700,INITIATED,"[""MCA_NOT_FOUND""]",152994
1322,sumalatha.thadimari,50732,INITIATED,"[""FOIR""]",12372
1323,pranjusha.periyambra,50734,INITIATED,"[""FOIR""]",480744
1324,pranjusha.periyambra,50736,INITIATED,"[""FOIR""]",471936
1325,pranjusha.periyambra,50743,INITIATED,"[""MCA_NOT_FOUND""]",448156
1326,pranjusha.periyambra,50744,INITIATED,"[""FOIR""]",485394
1327,sumalatha.thadimari,50767,INITIATED,"[""FOIR""]",485828
1328,siddharthan.l,50797,INITIATED,"[""FOIR""]",418862
1329,siddharthan.l,50798,INITIATED,"[""FOIR""]",455715
1330,vineeth.s,50808,INITIATED,"[""MCA_NOT_FOUND""]",343476
1331,vineeth.s,50809,INITIATED,"[""MCA_NOT_FOUND""]",463968
1332,vineeth.s,50810,INITIATED,"[""MCA_NOT_FOUND""]",478384
1333,vineeth.s,50811,INITIATED,"[""MCA_NOT_FOUND""]",486473
1334,sumalatha.thadimari,50813,INITIATED,"[""FOIR""]",352065
1335,vineeth.s,50814,INITIATED,"[""FOIR""]",483060
1336,vineeth.s,50819,INITIATED,"[""MCA_NOT_FOUND""]",215264
1337,priyanka.jain,50822,INITIATED,"[""MCA_NOT_FOUND""]",448953
1338,lakshmidevi.m,50824,INITIATED,"[""FOIR""]",485487
1339,lakshmidevi.m,50825,INITIATED,"[""FOIR""]",485094
1340,lakshmidevi.m,50827,INITIATED,"[""FOIR""]",86224
1341,aparajita.bariyar,50829,INITIATED,"[""FOIR""]",486008
1342,aparajita.bariyar,50830,INITIATED,"[""FOIR"", ""OVERDUES"", ""CHEQUE_BOUNCES""]",486526
1343,lakshmidevi.m,50840,INITIATED,"[""FOIR""]",485799
1344,lakshmidevi.m,50841,INITIATED,"[""MCA_NOT_FOUND""]",486114
1345,lakshmidevi.m,50842,INITIATED,"[""PROPRIETORSHIP"", ""MCA_NOT_FOUND""]",486057
1346,preetham.shetty,50850,INITIATED,"[""LLP_AND_PARTNERSHIP""]",187234
1347,avijit.mohanty,50909,CREDIT_PENDING,"[""FOIR""]",475566
1348,siddharthan.l,50913,INITIATED,"[""FOIR""]",93271
1349,sumalatha.thadimari,50916,INITIATED,"[""FOIR""]",337890
1350,siddharthan.l,50924,INITIATED,"[""FOIR""]",487642
1351,siddharthan.l,50929,INITIATED,"[""FOIR""]",113884
1352,siddharthan.l,50930,INITIATED,"[""PROPRIETORSHIP""]",168627
1353,jeswin.george,50932,CREDIT_PENDING,"[""FOIR""]",487663
1354,vineeth.s,50933,INITIATED,"[""MCA_NOT_FOUND""]",485748
1355,vineeth.s,50934,INITIATED,"[""MCA_NOT_FOUND""]",336571
1356,preetham.shetty,50935,INITIATED,"[""FOIR""]",102228
1357,preetham.shetty,50939,INITIATED,"[""FOIR""]",470513
1358,thirunaukkarasu.v,50940,CREDIT_PENDING,"[""FOIR""]",116403
1359,preetham.shetty,50942,INITIATED,"[""FOIR""]",488020
1360,priyanka.jain,50956,INITIATED,"[""FOIR""]",486245
1361,preetham.shetty,50968,INITIATED,"[""MCA_NOT_FOUND""]",488224
1362,preetham.shetty,50970,INITIATED,"[""FOIR""]",488270
1363,preetham.shetty,50984,INITIATED,"[""FOIR""]",378986
1364,sumalatha.thadimari,50994,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",488347
1365,sumalatha.thadimari,50996,INITIATED,"[""FOIR""]",339103
1366,sumalatha.thadimari,50998,INITIATED,"[""MCA_NOT_FOUND""]",488617
1367,sumalatha.thadimari,50999,INITIATED,"[""MCA_NOT_FOUND""]",264733
1368,vineeth.s,51012,INITIATED,"[""MCA_NOT_FOUND""]",482044
1369,vineeth.s,51013,INITIATED,"[""FOIR""]",167376
1370,avijit.mohanty,51018,CREDIT_PENDING,"[""FOIR""]",486193
1371,vineeth.s,51020,INITIATED,"[""FOIR""]",1953
1372,vineeth.s,51021,INITIATED,"[""MCA_NOT_FOUND""]",478260
1373,vineeth.s,51025,INITIATED,"[""MCA_NOT_FOUND""]",489079
1374,preetham.shetty,51030,INITIATED,"[""FOIR""]",489104
1375,preetham.shetty,51032,INITIATED,"[""FOIR""]",205585
1376,lakshmidevi.m,51033,INITIATED,"[""FOIR""]",484885
1377,vineeth.s,51045,INITIATED,"[""MCA_NOT_FOUND""]",487582
1378,priyanka.jain,51050,INITIATED,"[""PROPRIETORSHIP""]",470655
1379,sumalatha.thadimari,51092,INITIATED,"[""FOIR""]",489587
1380,priyanka.jain,51110,INITIATED,"[""FOIR""]",486137
1381,priyanka.jain,51113,INITIATED,"[""SELF_EMPLOYED"", ""MCA_NOT_FOUND""]",490384
1382,priyanka.jain,51121,INITIATED,"[""PROPRIETORSHIP""]",442547
1383,priyanka.jain,51125,INITIATED,"[""MCA_NOT_FOUND""]",467906
1384,sumalatha.thadimari,51136,INITIATED,"[""FOIR""]",490653
1385,sumalatha.thadimari,51137,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",490125
1386,sumalatha.thadimari,51139,INITIATED,"[""FOIR""]",155746
1387,sumalatha.thadimari,51141,INITIATED,"[""FOIR""]",490764
1388,sumalatha.thadimari,51144,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",487114
1389,prashanth.eswaramoorti,51161,INITIATED,"[""FOIR""]",488468
1390,prashanth.eswaramoorti,51162,INITIATED,"[""PROPRIETORSHIP""]",480148
1391,prashanth.eswaramoorti,51166,INITIATED,"[""PROPRIETORSHIP""]",489653
1392,lakshmidevi.m,51182,INITIATED,"[""MCA_NOT_FOUND"", ""OTHER""]",476018
1393,sumalatha.thadimari,51193,INITIATED,"[""FOIR""]",310840
1394,lakshmidevi.m,51194,INITIATED,"[""FOIR""]",491497
1395,lakshmidevi.m,51197,INITIATED,"[""FOIR""]",49326
1396,lakshmidevi.m,51199,INITIATED,"[""FOIR""]",133335
1397,lakshmidevi.m,51203,INITIATED,"[""MCA_NOT_FOUND""]",376487
1398,lakshmidevi.m,51217,INITIATED,"[""MCA_NOT_FOUND""]",488610
1399,lakshmidevi.m,51219,INITIATED,"[""FOIR""]",492210
1400,preetham.shetty,51222,INITIATED,"[""FOIR""]",492251
1401,lakshmidevi.m,51226,INITIATED,"[""FOIR""]",128955
1402,lakshmidevi.m,51236,INITIATED,"[""PROPRIETORSHIP""]",369908
1403,lakshmidevi.m,51237,INITIATED,"[""FOIR""]",488455
1404,lakshmidevi.m,51240,INITIATED,"[""MCA_NOT_FOUND""]",492463
1405,sumalatha.thadimari,51243,INITIATED,"[""FOIR""]",481405
1406,lakshmidevi.m,51245,INITIATED,"[""FOIR""]",415159
1407,siddharthan.l,51247,INITIATED,"[""FOIR""]",490675
1408,sumalatha.thadimari,51248,INITIATED,"[""FOIR""]",399636
1409,chandrakala.nb,51259,INITIATED,"[""MCA_NOT_FOUND""]",481833
1410,chandrakala.nb,51267,CREDIT_PENDING,"[""FOIR""]",488659
1411,sumalatha.thadimari,51268,INITIATED,"[""FOIR""]",267950
1412,sumalatha.thadimari,51290,INITIATED,"[""FOIR"", ""UNSUPPORTED_AREA""]",483946
1413,sumalatha.thadimari,51291,INITIATED,"[""MCA_NOT_FOUND"", ""CHEQUE_BOUNCES""]",491182
1414,sumalatha.thadimari,51293,INITIATED,"[""FOIR"", ""OVERDUES""]",493117
1415,sumalatha.thadimari,51297,INITIATED,"[""FOIR""]",85139
1416,sumalatha.thadimari,51301,INITIATED,"[""FOIR""]",425915
1417,lakshmidevi.m,51302,INITIATED,"[""FOIR""]",491024
1418,vineeth.s,51303,INITIATED,"[""MCA_NOT_FOUND""]",492877
1419,vineeth.s,51304,INITIATED,"[""MCA_NOT_FOUND""]",480557
1420,vineeth.s,51320,INITIATED,"[""MCA_NOT_FOUND""]",494097
1421,vineeth.s,51321,INITIATED,"[""MCA_NOT_FOUND""]",122261
1422,vineeth.s,51331,INITIATED,"[""FOIR""]",390522
1423,vineeth.s,51338,INITIATED,"[""FOIR""]",380422
1424,prashanth.eswaramoorti,51358,INITIATED,"[""FOIR""]",493607
1425,prashanth.eswaramoorti,51361,INITIATED,"[""FOIR""]",494837
1426,lakshmidevi.m,51362,INITIATED,"[""FOIR""]",466283
1427,sumalatha.thadimari,51367,INITIATED,"[""FOIR""]",158202
1428,preetham.shetty,51372,INITIATED,"[""FOIR""]",495026
1429,priyanka.jain,51373,INITIATED,"[""FOIR""]",99224
1430,siddharthan.l,51389,INITIATED,"[""FOIR""]",495157
1431,preetham.shetty,51392,INITIATED,"[""FOIR""]",301776
1432,sumalatha.thadimari,51400,INITIATED,"[""FOIR""]",491462
1433,siddharthan.l,51402,INITIATED,"[""FOIR""]",292156
1434,siddharthan.l,51407,INITIATED,"[""FOIR""]",492040
1435,thirunaukkarasu.v,51417,CREDIT_PENDING,"[""FOIR""]",495387
1436,preetham.shetty,51426,INITIATED,"[""MCA_NOT_FOUND""]",495269
1437,thirunaukkarasu.v,51450,CREDIT_PENDING,"[""FOIR""]",466781
1438,preetham.shetty,51452,INITIATED,"[""FOIR""]",490514
1439,prashanth.eswaramoorti,51478,INITIATED,"[""FOIR"", ""CIBIL_MIN""]",21901
1440,lakshmidevi.m,51479,INITIATED,"[""MCA_NOT_FOUND""]",493854
1441,aparajita.bariyar,51488,INITIATED,"[""FOIR""]",489399
1442,sumalatha.thadimari,51497,INITIATED,"[""FOIR""]",488160
1443,siddharthan.l,51498,INITIATED,"[""PROPRIETORSHIP""]",166628
1444,prashanth.eswaramoorti,51502,INITIATED,"[""PROPRIETORSHIP""]",129156
1445,aparajita.bariyar,51504,INITIATED,"[""SALARY_MODE"", ""PROPRIETORSHIP""]",297418
1446,preetham.shetty,51516,INITIATED,"[""FOIR""]",283399
1447,lakshmidevi.m,51543,INITIATED,"[""FOIR"", ""CHEQUE_BOUNCES""]",492107
1448,aparajita.bariyar,51544,INITIATED,"[""LLP_AND_PARTNERSHIP""]",496339
1449,priyanka.jain,51549,INITIATED,"[""MCA_NOT_FOUND""]",480892
1450,lakshmidevi.m,51575,INITIATED,"[""FOIR""]",496658
1451,sumalatha.thadimari,51576,INITIATED,"[""MCA_NOT_FOUND""]",379318
1452,prashanth.eswaramoorti,51582,INITIATED,"[""FOIR""]",496742
1453,vineeth.s,51611,INITIATED,"[""MCA_NOT_FOUND""]",488719
1454,chandrakala.nb,51616,CREDIT_PENDING,"[""MCA_NOT_FOUND""]",497287
1455,sumalatha.thadimari,51617,INITIATED,"[""OVERDUES"", ""MCA_NOT_FOUND""]",494886
1456,vineeth.s,51619,INITIATED,"[""MCA_NOT_FOUND""]",497410
1457,preetham.shetty,51629,INITIATED,"[""FOIR"", ""MCA_NOT_FOUND""]",462546
1458,sumalatha.thadimari,51654,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",498098
1459,preetham.shetty,51657,INITIATED,"[""MCA_NOT_FOUND""]",92132
1460,sumalatha.thadimari,51675,INITIATED,"[""MCA_NOT_FOUND""]",496609
1461,siddharthan.l,51683,INITIATED,"[""PROPRIETORSHIP""]",498206
